YSD	Medium	length	diameter	septum	MI
1444	maltose	34.482	23.42	12.166	0.764832754
1444	maltose	29.411	19.704	7.211	0.546256338
1444	maltose	24.254	19.039	5.701	0.38145749
1444	maltose	24.418	18.742	6.021	0.418549521
1444	maltose	29	21.5	8.016	0.502896701
1444	maltose	23.114	12.379	5	0.754178222
1444	maltose	22.55	15.7	4.61	0.421743276
1444	maltose	24.005	21.401	8.485	0.444718732
1444	maltose	27.189	18.795	5.148	0.39622978
1444	maltose	11.102	10.548	6.265	0.625146863
1444	maltose	26.077	21.506	5	0.281908615
1444	maltose	9.962	9.849	5.148	0.528689641
1444	maltose	28.64	18.062	5.657	0.496623786
1444	maltose	25.145	19.729	8.016	0.517844303
1444	maltose	28.849	23.259	6.801	0.362678208
1444	maltose	25.495	18.398	5.831	0.439194435
1444	maltose	19.105	15.207	5.025	0.415141372
1444	maltose	29.72	21.783	6.519	0.408314124
1444	maltose	27.722	18.028	4.924	0.419998273
1444	maltose	13.865	11.853	5.59	0.551664596
1444	maltose	26.235	19.007	6	0.435717667
1444	maltose	35.655	27.065	11.885	0.578500267
1444	maltose	34.442	27.613	10.062	0.454512142
1444	maltose	25.622	19.105	7	0.491379442
1444	maltose	23.345	19.039	5	0.322014639
1444	maltose	32.33	24.52	7.81	0.41996762
1444	maltose	31.121	22.638	9.552	0.580058435
1444	maltose	62.201	16.568	9.618	2.179425198
1444	maltose	32.144	23.42	10.794	0.632569942
1444	maltose	30.923	21.19	6.801	0.46837368
1444	maltose	24.52	20.402	4.924	0.29006346
1444	maltose	39.115	23.548	8.016	0.565448412
1444	maltose	21.36	18.682	5.148	0.315059842
1444	maltose	16.194	12.5	5.59	0.579356544
1444	maltose	23.717	19.474	4.243	0.265352054
1444	maltose	18.069	12.5	4.031	0.46615129
1444	maltose	19.78	15.692	3.536	0.284041596
1444	maltose	20	17.007	5.5	0.380309577
1444	maltose	28.991	22.5	6.946	0.397770837
1444	maltose	25	21.541	4.528	0.243957798
1444	maltose	29.741	20.427	6.801	0.484751503
1444	maltose	24.418	19.78	5.523	0.344693075
1444	maltose	16.125	13.038	4.5	0.426864741
1444	maltose	24.3	17.692	3.905	0.303161083
1444	maltose	13.583	12.01	5	0.470846873
1444	maltose	22.611	15.692	3.606	0.331122653
1444	maltose	24.52	16.447	5.099	0.46220229
1444	maltose	91.549	18	17.029	4.811691114
1444	maltose	12.53	11.662	4.243	0.390911123
1444	maltose	26.443	20.616	6.021	0.374602388
1444	maltose	26.387	20.396	5.025	0.318739639
1444	maltose	24.622	20.261	3.808	0.22840127
1444	maltose	26.613	18.385	3.808	0.299822006
1444	maltose	21.708	16.008	7.566	0.640932064
1444	maltose	29.334	23.324	8.062	0.434718393
1444	maltose	22.389	17.066	4.031	0.309873196
1444	maltose	25.505	20	6.5	0.41445625
1444	maltose	22.506	20	6	0.33759
1444	maltose	23.759	21.054	5.5	0.294796016
1444	maltose	29.004	17.755	6.403	0.589114951
1444	maltose	24.602	22.327	3.202	0.158026891
1444	maltose	15.7	12.042	4.61	0.499118115
1444	maltose	25.283	20.573	6.708	0.400706518
1444	maltose	14.431	13.928	4.528	0.336841295
1444	maltose	24.698	19.039	4.95	0.33727078
1444	maltose	24.042	17.357	6.727	0.536837313
1444	maltose	35.26	23.243	10	0.652676451
1444	maltose	24.965	21.36	6.946	0.380070229
1444	maltose	24.352	22.006	5.59	0.281102188
1444	maltose	24.135	20.261	4.61	0.271035686
1444	maltose	13.038	12.298	4.717	0.40663792
1444	maltose	21.731	17.464	4.301	0.30645147
1444	maltose	22.897	16.771	5	0.407033984
1444	maltose	19.698	16.919	5	0.344066791
1444	maltose	29.971	25.715	8.062	0.365402042
1444	maltose	26.768	17.614	5.148	0.444159011
1444	maltose	24.151	17	6.576	0.549539709
1444	maltose	27.005	20.506	4.5	0.288997968
1444	maltose	25.87	21.57	12.104	0.67301548
1444	maltose	14.431	13.73	4.5	0.344483057
1444	maltose	23.585	19	5	0.32666205
1444	maltose	16.808	13.416	5.59	0.522013516
1444	maltose	34.442	23.162	6.5	0.417301172
1444	maltose	20.125	16.101	6.185	0.480142217
1444	maltose	30.5	20	6.519	0.49707375
1444	maltose	16.325	14.765	6.801	0.509282862
1444	maltose	22.327	14.841	5.701	0.577903179
1444	maltose	16.919	17.734	7.159	0.385135582
1444	maltose	19.039	14.534	3.536	0.318702946
1444	maltose	25.894	20.156	6.801	0.433474165
1444	maltose	24.274	17.755	5.59	0.430439187
1444	maltose	24.698	18.2	4.031	0.300560434
1444	maltose	26.101	18.822	3.202	0.235910318
1444	maltose	22.204	17.357	4.243	0.312719472
1444	maltose	24.166	18.2	4.61	0.336327919
1444	maltose	29.155	21.095	7.632	0.500025725
1444	maltose	30.504	21.506	8	0.527627589
1444	maltose	16.008	14.431	3	0.230603278
1444	maltose	25.269	21.477	6.801	0.372574902
557	dextrose	14.23	13	3.536	0.297735385
557	dextrose	31.113	22.277	11.715	0.734464437
557	dextrose	13.829	13.342	4.924	0.382531275
557	dextrose	30.992	22.361	5.701	0.353360663
557	dextrose	34.785	24.739	6.671	0.379156641
557	dextrose	29.833	20.5	5.701	0.404706563
557	dextrose	17.241	14.327	4.031	0.338582672
557	dextrose	32.442	23.854	5.148	0.293510558
557	dextrose	15	16.008	3.354	0.196327061
557	dextrose	26.462	22.192	4.924	0.264574401
557	dextrose	29.602	23.901	9.708	0.503058716
557	dextrose	30.373	20.408	8.515	0.62097119
557	dextrose	27.244	22.984	8.322	0.429187789
557	dextrose	15.232	12.093	4.472	0.465790493
557	dextrose	27.06	20.248	5.22	0.344535543
557	dextrose	17.529	14.009	5	0.446593991
557	dextrose	17.029	13.01	4.031	0.40555275
557	dextrose	27.951	22.672	6.021	0.327405757
557	dextrose	32.596	22.897	5.59	0.347551325
557	dextrose	27.893	22.94	4.272	0.22643296
557	dextrose	25.544	22.506	5.5	0.277367113
557	dextrose	16.125	15.008	5.5	0.393746558
557	dextrose	33.504	23.505	6	0.363854206
557	dextrose	29.004	19.526	6.103	0.464274356
557	dextrose	32.573	22.655	5.701	0.361810084
557	dextrose	15.572	13	5.385	0.496184734
557	dextrose	35.92	23.087	9.823	0.661980911
557	dextrose	19.164	15.042	5.523	0.467789034
557	dextrose	19.78	15.232	4	0.341014163
557	dextrose	15.572	16.688	4.272	0.238872996
557	dextrose	30.806	21.101	5.099	0.352788361
557	dextrose	21.26	17.734	3.202	0.216456773
557	dextrose	32.016	22.638	10	0.624727984
557	dextrose	12.51	14.009	5.5	0.350595008
557	dextrose	15.508	14.509	5.59	0.41180597
557	dextrose	13.865	13.657	6.042	0.449148523
557	dextrose	27.518	20.006	7.5	0.515653062
557	dextrose	24.187	21.552	7.28	0.37908642
557	dextrose	17.755	13.314	5	0.500810673
557	dextrose	14.773	11.705	5.22	0.562854788
557	dextrose	25.402	18.927	6.185	0.438575181
557	dextrose	12.298	10.977	4.61	0.470509163
557	dextrose	13.892	14.577	4.472	0.292368286
557	dextrose	12.806	14.16	7.211	0.460556044
557	dextrose	13.793	13.454	6.021	0.45880117
557	dextrose	31.241	23.2	6.946	0.403165848
557	dextrose	31.101	23.005	6.708	0.394205729
557	dextrose	15.008	13.537	5.025	0.411541873
557	dextrose	21.932	17.734	4.95	0.345199397
557	dextrose	19.609	16.447	6.103	0.442410506
557	dextrose	17.755	16.279	3.354	0.224713047
557	dextrose	17.443	15	4.472	0.346689316
557	dextrose	16.508	17.007	8	0.456592763
557	dextrose	15.338	12.816	6.801	0.635091808
557	dextrose	28.623	21.731	9.179	0.556353849
557	dextrose	25.08	25.125	7.826	0.310924708
557	dextrose	18.069	13.463	3.64	0.362870623
557	dextrose	23.022	19.506	4.031	0.243904273
557	dextrose	28.504	21.541	4.61	0.283188109
557	dextrose	14.431	14.916	4.743	0.307641416
557	dextrose	28.306	28.43	7.906	0.276873629
557	dextrose	29.703	21.095	4.243	0.283213719
557	dextrose	26.239	20.839	5.852	0.353588269
557	dextrose	15.232	14.151	5.148	0.391580636
557	dextrose	18.18	16.125	4.924	0.344280541
557	dextrose	36.5	24.021	10.548	0.667238073
557	dextrose	14.213	13.086	4.301	0.35697793
557	dextrose	14.765	14.009	5.148	0.387309116
557	dextrose	15.7	13.463	5	0.433097788
557	dextrose	30.566	23	6.5	0.375574669
557	dextrose	16.919	14.151	3.905	0.329929741
557	dextrose	20.18	16.263	3.905	0.297948276
557	dextrose	31.623	23.901	9.22	0.510389634
557	dextrose	14.16	14.213	3.905	0.273723938
557	dextrose	27.722	22.627	11.314	0.612613806
557	dextrose	33.708	25.269	7.81	0.412294848
557	dextrose	42.691	24.233	8.86	0.644103539
557	dextrose	17.103	16.279	4.61	0.297521103
557	dextrose	16.008	15.042	6.708	0.474590413
557	dextrose	28.004	23	8	0.423500945
557	dextrose	15.882	12.777	5.148	0.500824932
557	dextrose	16.14	15.042	4.031	0.287544563
557	dextrose	18.561	17.614	5	0.299126845
557	dextrose	21.645	16.125	4	0.332979989
557	dextrose	27.857	23.308	6.185	0.317149499
557	dextrose	19.602	15.628	3.5	0.280906394
557	dextrose	29.538	22.506	3.5	0.204104463
557	dextrose	16.325	13	5.59	0.539980769
557	dextrose	28.324	22.94	11.705	0.629998009
557	dextrose	24.965	21.506	6.403	0.345617552
557	dextrose	27.226	20.156	4.95	0.331726632
557	dextrose	28.601	22.902	6.801	0.37085759
557	dextrose	31.82	24.91	6.403	0.328349396
557	dextrose	17.335	15.652	4.031	0.285231158
557	dextrose	16.978	14.577	6.042	0.482759627
557	dextrose	16.568	16	4.5	0.291234375
557	dextrose	32.33	22.209	12.207	0.800122791
557	dextrose	18.007	16.008	4.5	0.316213005
557	dextrose	19.455	16.643	2.915	0.204741824
557	dextrose	24.274	19.3	5.701	0.371516213
557	maltose	34.154	18.581	9.192	0.909313048
557	maltose	26.235	20.304	8.631	0.549261269
557	maltose	21.639	18.742	7.106	0.437754403
557	maltose	21.593	15.572	2.236	0.199111339
557	maltose	27.115	21.03	5.852	0.358785911
557	maltose	22.94	17.923	6.265	0.447397012
557	maltose	16.568	15.008	4	0.294228295
557	maltose	18.062	14.08	4.272	0.389216974
557	maltose	24.627	21.095	4.5	0.249037624
557	maltose	17.393	12.649	5.408	0.587893684
557	maltose	23.585	15.435	4.743	0.469543397
557	maltose	23.286	18.927	4.123	0.268006091
557	maltose	23.049	18.561	4.5	0.301066102
557	maltose	23.754	18.768	5.315	0.358429735
557	maltose	31.753	20.839	4.924	0.360038595
557	maltose	13.901	14.16	3.905	0.270732613
557	maltose	23.049	18.561	5	0.334517892
557	maltose	26.019	20.025	11	0.713737042
557	maltose	23.77	20.616	7.382	0.412852018
557	maltose	34.329	20.797	7.906	0.627504116
557	maltose	27.459	17.263	6.576	0.605918176
557	maltose	26.401	19.209	6.708	0.479958755
557	maltose	28.111	22.5	7.071	0.39263779
557	maltose	25.495	20.887	6.5	0.379853594
557	maltose	30.806	20.112	5.831	0.444086767
557	maltose	29.364	20.156	6.727	0.486214542
557	maltose	15.403	12.748	5	0.473904912
557	maltose	28.469	20.839	11.402	0.747479867
557	maltose	30.037	19.026	7.566	0.627809534
557	maltose	22.589	19.164	6.576	0.404470159
557	maltose	20.67	17.614	4.031	0.268557503
557	maltose	31.036	19.506	7	0.570988476
557	maltose	30.806	22.322	9.341	0.577513945
557	maltose	14.56	12.258	3.162	0.306396646
557	maltose	32.33	21.8	6.403	0.435588313
557	maltose	32.28	24.166	9.962	0.550643505
557	maltose	30.208	20.156	8.602	0.639606269
557	maltose	32.237	19.906	7.616	0.619603062
557	maltose	23.409	20.815	7.071	0.382041788
557	maltose	19.3	15.89	3.041	0.232448065
557	maltose	26	21.024	8	0.470579105
557	maltose	22.361	15.652	3.354	0.30613614
557	maltose	22.344	14.5	5.701	0.605865132
557	maltose	27.295	18.795	5.148	0.397774535
557	maltose	22.136	18.974	4.272	0.262671284
557	maltose	24.042	18.5	3.5	0.245864134
557	maltose	30.067	23.436	5.523	0.302341778
557	maltose	24.418	21.57	5.315	0.278941459
557	maltose	23.521	18.028	7	0.506592462
557	maltose	26.968	20.261	9.823	0.645314064
557	maltose	28.231	18.848	6.325	0.502639073
557	maltose	25.739	19.723	4.301	0.284587069
557	maltose	27.354	18.554	6.576	0.522525564
557	maltose	24.026	18.069	6.671	0.490912598
557	maltose	13.865	13.285	4.123	0.323899361
557	maltose	25.656	17.205	5.315	0.460662502
557	maltose	15.977	15.042	4.272	0.301658322
557	maltose	29.585	21.095	11.102	0.738097505
557	maltose	23.901	20	6.364	0.38026491
557	maltose	25.224	17.357	6.727	0.563230362
557	maltose	22.94	16.447	5.385	0.456673422
557	maltose	22.94	19.235	8.944	0.554550145
557	maltose	29.364	20.887	8.201	0.551988327
557	maltose	25.933	20.427	5.59	0.347420459
557	maltose	14.983	13.657	5.852	0.470102411
557	maltose	16.808	15.207	6.325	0.45971585
557	maltose	21.523	15.033	3.5	0.33333394
557	maltose	33.422	20.934	8.846	0.674644416
557	maltose	15.297	13.829	4.031	0.322431536
557	maltose	26.954	21.213	3.905	0.233905309
557	maltose	28.601	19.3	3.162	0.242788698
557	maltose	13.829	11.281	5.22	0.567238998
557	maltose	29.568	19.78	5.701	0.430844364
557	maltose	27.933	18.398	8.846	0.730000718
557	maltose	26.239	18.608	4.301	0.32592474
557	maltose	26.856	19.679	8.732	0.605548599
557	maltose	24.824	18.173	7.566	0.568702119
557	maltose	21.225	15.182	4.272	0.393387874
557	maltose	31.085	20.131	5.5	0.4218741
557	maltose	20.652	16.621	3	0.22426891
557	maltose	24.622	19.007	5.22	0.355767835
557	maltose	25.812	20.359	6.964	0.433678143
557	maltose	16.971	14.534	3.808	0.30593845
557	maltose	19.912	12.42	3.202	0.41332628
557	maltose	27.115	19.039	4.123	0.30841442
557	maltose	26.196	20.402	6.325	0.398061362
557	maltose	24.166	19.679	7.159	0.446736135
557	maltose	22.611	18.31	5.148	0.347201521
557	maltose	25.739	18.795	4.924	0.35877738
557	maltose	12.971	11.102	3.905	0.410952902
557	maltose	28.306	20.402	10.817	0.735596824
557	maltose	28.636	20.815	9.925	0.655979155
557	maltose	25.739	20.573	8.062	0.490274394
557	maltose	21.57	16.985	4.031	0.301392084
557	maltose	24.683	19.105	3	0.202873403
557	maltose	23.817	18.722	5.701	0.387376808
557	maltose	25.348	17.72	6.185	0.499293563
557	maltose	22.472	18.2	4.717	0.320010941
557	maltose	24.965	17.734	6.708	0.532489705
557	maltose	21.024	15	4.924	0.46009856
622	dextrose	16.325	14.603	3.606	0.276054443
622	dextrose	15.7	14.431	5	0.376943973
622	dextrose	21.243	19.698	6.042	0.330789948
622	dextrose	16.263	13.829	6.403	0.544505926
622	dextrose	29.069	22.5	8.544	0.49059859
622	dextrose	16.378	13.73	4.301	0.373670863
622	dextrose	20.863	17.328	4.243	0.294817264
622	dextrose	18.527	16.125	4.123	0.29377781
622	dextrose	15.232	14.841	3.606	0.249376958
622	dextrose	28.814	21.8	6.364	0.385851982
622	dextrose	20.67	16.8	3.202	0.234500213
622	dextrose	18.561	16.378	4.472	0.309443548
622	dextrose	20.742	16.919	2.55	0.184774242
622	dextrose	21.954	17.066	4.301	0.324204934
622	dextrose	14.603	12.5	5.408	0.505427354
622	dextrose	22.897	20.156	7.28	0.410299761
622	dextrose	17.951	15.042	6.185	0.49070127
622	dextrose	20.555	15.628	3.5	0.294563357
622	dextrose	15.788	14.221	5.701	0.445059305
622	dextrose	21.054	20	3.5	0.1842225
622	dextrose	16.763	17.889	7.071	0.370391025
622	dextrose	15.953	14.577	6.042	0.453614343
622	dextrose	24.254	25.348	9.192	0.346981238
622	dextrose	16.621	17.414	5	0.274050169
622	dextrose	14.773	15.008	3.162	0.20738862
622	dextrose	18.062	15.297	4.528	0.349510094
622	dextrose	15.7	13.509	4.924	0.423614964
622	dextrose	21.506	14.916	6.021	0.582000716
622	dextrose	13.73	14.431	3.041	0.200490641
622	dextrose	20.524	16.711	5	0.367474436
622	dextrose	21.03	17.804	4.301	0.285347153
622	dextrose	19.416	18.337	7.517	0.434057979
622	dextrose	21.03	18.581	7.018	0.42747869
622	dextrose	16.155	16.808	5.59	0.31965882
622	dextrose	19.209	16.711	4.95	0.340490561
622	dextrose	22.55	20.718	6.964	0.365855553
622	dextrose	19.449	16.008	3.162	0.239985494
622	dextrose	15.207	14.56	7.566	0.54273413
622	dextrose	13.892	14.327	4.301	0.291087593
622	dextrose	20.591	16.771	3.808	0.278776692
622	dextrose	18.2	17.493	3.606	0.214470971
622	dextrose	16.378	17.103	6.021	0.337120298
622	dextrose	27.951	24.083	6.021	0.290164853
622	dextrose	29.808	25.283	9.657	0.450316499
622	dextrose	28.178	22.147	7.826	0.449593679
622	dextrose	13.829	12.369	5.099	0.460899895
622	dextrose	17.951	15.182	5.852	0.455758724
622	dextrose	23.964	18.581	5.523	0.383350635
622	dextrose	19.3	16.978	7.28	0.487433787
622	dextrose	18.2	16.643	6.708	0.440759027
622	dextrose	15.207	13.086	4.301	0.381943529
622	dextrose	22.853	20.652	8.016	0.429513378
622	dextrose	26.907	21.8	9.552	0.540812356
622	dextrose	25.962	23.564	6.403	0.299380576
622	dextrose	24.331	19.526	5.657	0.361010279
622	dextrose	21.272	17.678	6	0.40840713
622	dextrose	16.101	13.314	4.301	0.390665615
622	dextrose	17.007	14.983	4.272	0.323639407
622	dextrose	22.204	18.608	8.322	0.533653713
622	dextrose	22	18.007	8.062	0.54699423
622	dextrose	15.008	14.151	5.408	0.405308062
622	dextrose	17.007	14.509	3.5	0.282761837
622	dextrose	20.887	15.628	4.031	0.344732366
622	dextrose	12.349	14.396	7.616	0.453811033
622	dextrose	18.385	16.808	6.042	0.393198884
622	dextrose	15.182	13.601	7.159	0.587543016
622	dextrose	18.111	16.031	7.159	0.504514398
622	dextrose	22.946	19.164	6.265	0.391431471
622	dextrose	25.544	21.225	8.139	0.461492403
622	dextrose	15.042	15.232	9.192	0.595938904
622	dextrose	18.901	17.5	5	0.308587755
622	dextrose	17.414	15.24	7.211	0.540659828
622	dextrose	17.734	17.328	4.717	0.278596529
622	dextrose	18.527	17.029	5.59	0.357140102
622	dextrose	21.03	19.455	4.743	0.263529918
622	dextrose	16.553	16.101	6.671	0.425953269
622	dextrose	22.699	18.682	6.576	0.427682809
622	dextrose	27.613	23.377	7.826	0.395435707
622	dextrose	17.951	16.14	7.433	0.512207247
622	dextrose	20.887	15.945	2.828	0.232330606
622	dextrose	16.279	16.325	4.61	0.281593268
622	dextrose	17.923	17.066	6.801	0.418523643
622	dextrose	21.783	18.722	5	0.310730021
622	dextrose	21.966	21.26	4.61	0.224039907
622	dextrose	20.248	17.103	2.828	0.19575684
622	dextrose	16.447	16.492	8.139	0.492165411
622	dextrose	19.164	17.464	6.5	0.40842477
622	dextrose	20.555	19.039	3.808	0.215936547
622	dextrose	14.705	11.068	6.5	0.780261332
622	dextrose	16.401	14.705	4.301	0.326219347
622	dextrose	25.812	21.523	6.519	0.36324281
622	dextrose	15.508	17.564	5.852	0.294180074
622	dextrose	15.207	15.207	4.528	0.297757612
622	dextrose	16.919	16.621	6.042	0.370033559
622	dextrose	14.849	17.692	6.265	0.297210687
622	dextrose	23.759	22.204	10	0.481909758
622	dextrose	22.136	16.978	3.536	0.271542833
622	dextrose	28.504	23.5	5.5	0.283878678
622	dextrose	19.906	16.101	6.083	0.46708521
622	dextrose	20.839	18.608	6.5	0.391192785
622	maltose	21.378	18.439	4.272	0.268610873
622	maltose	20.7	16.711	6.801	0.504125008
622	maltose	12.021	14.396	6.042	0.350459343
622	maltose	22.743	21.401	3.808	0.189093481
622	maltose	25.303	15.264	6.042	0.656169473
622	maltose	24.749	19.416	5.701	0.374273579
622	maltose	30.806	18.31	7.071	0.649739784
622	maltose	19.242	17.241	3.354	0.217114268
622	maltose	19.416	14.705	5.025	0.451196552
622	maltose	23.335	19.449	7.433	0.458540168
622	maltose	21.954	17.335	4.61	0.336795975
622	maltose	16.568	13.537	3.5	0.316441382
622	maltose	21.731	15.692	4.924	0.434551404
622	maltose	24.135	20.396	5.852	0.33951707
622	maltose	11.885	12.981	9.22	0.65030008
622	maltose	26.043	20.524	6	0.370952455
622	maltose	14.5	9.899	3.905	0.57783839
622	maltose	20.863	14.16	5.315	0.55303615
622	maltose	19.906	12.54	5.831	0.73812849
622	maltose	26.401	21.506	5.831	0.332846608
622	maltose	26.277	17.557	5.852	0.498860916
622	maltose	28.5	19	4	0.315789474
622	maltose	15.116	12.777	4.123	0.381761764
622	maltose	22.902	18.035	4.743	0.333959838
622	maltose	24.047	19.506	4.5	0.284404836
622	maltose	17.103	14.08	7.106	0.613044767
622	maltose	13.73	11.673	5	0.503820194
622	maltose	21.36	19.313	5.22	0.298931905
622	maltose	27.731	17.671	6.042	0.536567048
622	maltose	16.971	12.748	5.701	0.595352751
622	maltose	25.807	21.401	7.81	0.440068641
622	maltose	15.532	12.748	4.61	0.440599701
622	maltose	26.163	16.101	3.808	0.38430743
622	maltose	22.204	15.7	4.301	0.387437235
622	maltose	17.007	14.009	3.354	0.290654131
622	maltose	16.155	12.176	5	0.544838374
622	maltose	15.692	16.225	4.272	0.25464792
622	maltose	24.026	19.906	7.071	0.428740303
622	maltose	21.645	21.783	5.148	0.234833876
622	maltose	24.749	19.235	7.433	0.497207198
622	maltose	26.177	15.882	8.322	0.863648854
622	maltose	19.3	14.866	5	0.436655622
622	maltose	18.822	13.124	5.408	0.590976224
622	maltose	14.08	13.342	4.61	0.364637817
622	maltose	26.173	22.55	8.515	0.438273352
622	maltose	23.377	19.449	7.071	0.436993585
622	maltose	24.52	19.007	3	0.203617252
622	maltose	14.327	13.038	4.301	0.362495609
622	maltose	29.449	16.8	4.95	0.516484375
622	maltose	12.748	11.705	6.042	0.562185888
622	maltose	18.722	12.104	5.701	0.728526665
622	maltose	23.087	14.08	4.5	0.524052391
622	maltose	21.477	11.885	5.385	0.818768173
622	maltose	27.042	22.389	7.211	0.389013714
622	maltose	24.668	16.621	4.528	0.404320777
622	maltose	23.548	21	6	0.320380952
622	maltose	31.82	18.248	5.523	0.527769968
622	maltose	31.149	15.338	4	0.529622751
622	maltose	12.748	12.207	5	0.427754089
622	maltose	25.105	18.035	6.403	0.494209892
622	maltose	13.946	13	6.5	0.536384615
622	maltose	21.03	15.811	4.5	0.378558593
622	maltose	15.977	13.757	5.59	0.471910422
622	maltose	27.663	17.678	5	0.442591452
622	maltose	17.755	13.2	4.95	0.504403409
622	maltose	24.021	13	5.025	0.714233876
622	maltose	46.068	12.5	6.671	1.966845619
622	maltose	11.511	13.2	3.905	0.257980114
622	maltose	16.101	14.841	4.528	0.331003768
622	maltose	14.142	11.511	5	0.533647807
622	maltose	26.519	17.5	5.148	0.445778978
622	maltose	12	13.5	6.021	0.396444444
622	maltose	21.932	16.711	4.924	0.386715343
622	maltose	19.105	15.305	4.301	0.35079211
622	maltose	24.418	17.357	3.536	0.28659791
622	maltose	12.748	12.369	6.083	0.50686312
622	maltose	26.538	20.518	7.106	0.447943606
622	maltose	32.191	20.224	4.123	0.324499244
622	maltose	24.829	20.125	5.408	0.331530992
622	maltose	18.901	14.866	4.272	0.365365696
622	maltose	26.8	22.677	7	0.364805716
622	maltose	24.99	16.919	5.523	0.482160822
622	maltose	25.612	17.734	6.042	0.492051778
622	maltose	23.759	17.117	5.523	0.447865799
622	maltose	25.179	20.025	4.528	0.284315048
622	maltose	25.807	21.101	5.148	0.298380189
622	maltose	29.125	20.555	4.123	0.284213241
622	maltose	18.722	15.953	4.924	0.36223095
622	maltose	30	19.912	5.315	0.402156189
622	maltose	12.5	12.176	4.528	0.381774707
622	maltose	18.828	16.5	5.701	0.394264198
622	maltose	28.57	19.059	5	0.393260226
622	maltose	31.579	21.03	8.078	0.576797908
622	maltose	13.73	12.59	7.5	0.649651343
622	maltose	22.984	18.062	4.472	0.315061787
622	maltose	22.209	18.028	2.236	0.15279379
622	maltose	22.94	17.671	5.523	0.405738485
622	maltose	16.621	12.369	6	0.651837319
622	maltose	19.039	14.327	4.472	0.414796809
622	maltose	17.007	11.18	4.5	0.612289227
628	dextrose	36.749	21.506	6.083	0.483330342
628	dextrose	21.378	16.378	6	0.478185706
628	dextrose	51.684	19.906	8.732	1.138942621
628	dextrose	29.3	22.142	6.185	0.369635463
628	dextrose	29.568	18.5	6.801	0.587558709
628	dextrose	53.059	29.017	7	0.441115259
628	dextrose	32.062	27	9.055	0.398246104
628	dextrose	41.68	23.436	9.618	0.729869985
628	dextrose	38.425	20.156	12.619	1.193521144
628	dextrose	36.459	21.272	9.192	0.740624577
628	dextrose	51.296	35.85	12.51	0.499301063
628	dextrose	26.077	18.608	8.078	0.608362003
628	dextrose	37.047	20.408	6.364	0.566085884
628	dextrose	24.3	18.035	6.727	0.502568666
628	dextrose	20.402	16.401	4.743	0.359737085
628	dextrose	39.294	19.449	8.139	0.845478828
628	dextrose	18.069	13.928	6.671	0.621366081
628	dextrose	50.105	17.414	7.159	1.182868179
628	dextrose	95.273	23.259	12.042	2.120734913
628	dextrose	23.005	22.55	11.511	0.520765493
628	dextrose	17.507	15.033	7	0.542273594
628	dextrose	18.035	14.849	5.701	0.4663079
628	dextrose	22.655	17.27	8.746	0.664337648
628	dextrose	43.278	19.849	7.433	0.816495982
628	dextrose	47.566	20.934	8.139	0.88341189
628	dextrose	120.924	18.742	14.16	4.874655074
628	dextrose	13.21	12.349	5.59	0.484229278
628	dextrose	43.832	26.926	7.433	0.449377928
628	dextrose	44.003	31.004	9.5	0.434881002
628	dextrose	25.045	21.024	9.192	0.520835234
628	dextrose	30.451	13.865	6.946	1.100263207
628	dextrose	17.357	15.338	6.801	0.5017761
628	dextrose	27.166	17.755	5	0.430878027
628	dextrose	28.218	20.94	6.103	0.392750046
628	dextrose	17.066	17.529	8.631	0.479378526
628	dextrose	161.193	17.007	19.313	10.76317732
628	dextrose	123.752	16.867	10.817	4.705257182
628	dextrose	28.539	20.597	6.964	0.468478404
628	dextrose	16.101	14.151	6.801	0.546828779
628	dextrose	32.098	18.385	7.906	0.750771044
628	dextrose	30.336	19.66	8	0.627886688
628	dextrose	31.753	17	5.852	0.642970782
628	dextrose	17.117	16.279	7.018	0.453299843
628	dextrose	65.691	19.416	10.012	1.744645471
628	dextrose	68.25	16.225	7.382	1.913847308
628	dextrose	14.577	12.649	8.276	0.754008515
628	dextrose	33.422	17.103	7.382	0.843454936
628	dextrose	33.871	21.954	7.826	0.549971953
628	dextrose	43.142	23.436	8.944	0.702530343
628	dextrose	23.927	17.586	10.198	0.788985678
628	dextrose	20.056	16	11.045	0.865306719
628	dextrose	21.19	19.039	8.246	0.482043265
628	dextrose	19.164	18.822	6.519	0.352643274
628	dextrose	27.102	20.7	7.81	0.493982637
628	dextrose	15	12.42	7.778	0.756338149
628	dextrose	15.556	12.42	6.519	0.657409119
628	dextrose	23.585	20.427	7.159	0.404649553
628	dextrose	26.8	18.173	7	0.568040866
628	dextrose	32.066	25.11	10.012	0.509181017
628	dextrose	34.986	24.274	13.21	0.784358151
628	dextrose	40.804	23.162	6.519	0.495828636
628	dextrose	52.101	17.804	8.846	1.453977958
628	dextrose	24.622	19.647	9	0.574081228
628	dextrose	56.289	20.427	8.276	1.116438585
628	dextrose	56.608	23.521	6.964	0.712565858
628	dextrose	47.692	19.912	10.7	1.28706223
628	dextrose	35.85	25.612	11.336	0.619529529
628	dextrose	19.474	16.651	8.322	0.584523849
628	dextrose	24.759	19.849	8.544	0.536929266
628	dextrose	33.601	20.402	7.211	0.582106182
628	dextrose	41.049	18.601	7.106	0.843053623
628	dextrose	26.954	18.768	5.701	0.436252848
628	dextrose	14.16	10.966	6.021	0.708982307
628	dextrose	38.122	17.393	7.632	0.961756311
628	dextrose	23.308	18.028	10.512	0.75386792
