gene	GRACE	Homann	Mitchell	Noble
orf19.7201	0	0	1	0
orf19.7207	0	0	1	0
orf19.7208	0	0	1	1
orf19.7251	0	0	1	0
orf19.7318	0	0	1	1
orf19.7329	0	0	1	1
orf19.7347	0	0	1	1
orf19.736	0	0	1	0
orf19.7389	0	0	1	0
orf19.7400	0	0	1	0
orf19.7410	0	0	1	0
orf19.7451	0	0	1	0
orf19.7472	0	0	1	1
orf19.7489	0	0	1	0
orf19.7510	0	0	1	1
orf19.7547	0	0	1	0
orf19.7576	0	0	1	0
orf19.7586	0	0	1	0
orf19.7610	0	0	1	1
orf19.7612	0	0	1	0
orf19.7614	0	0	1	0
orf19.7622	0	0	1	0
orf19.7652	0	0	1	0
orf19.768	0	0	1	0
orf19.7693	0	0	1	0
orf19.771	0	0	1	0
orf19.794	0	0	1	1
orf19.798	0	0	1	0
orf19.8085	0	0	1	0
orf19.813	0	0	1	0
orf19.8326	0	0	1	0
orf19.844	0	0	1	1
orf19.846	0	0	1	1
orf19.848	0	0	1	0
orf19.852	0	0	1	1
orf19.8550	0	0	1	0
orf19.8554	0	0	1	0
orf19.8557	0	0	1	0
orf19.856	0	0	1	0
orf19.8586	0	0	1	0
orf19.861	0	0	1	0
orf19.8634	0	0	1	0
orf19.8635	0	0	1	0
orf19.8837	0	0	1	0
orf19.8907	0	0	1	0
orf19.893	0	0	1	0
orf19.9081	0	0	1	0
orf19.9115	0	0	1	0
orf19.9191	0	0	1	0
orf19.9326	0	0	1	0
orf19.9331	0	0	1	0
orf19.9364	0	0	1	0
orf19.9508	0	0	1	0
orf19.9697	0	0	1	0
orf19.9791	0	0	1	0
orf19.998	0	0	1	1
orf19.100	0	0	0	1
orf19.10004	0	0	0	1
orf19.1002	0	0	0	1
orf19.10080	0	0	0	1
orf19.101	0	0	0	1
orf19.10341	0	0	0	1
orf19.1036	0	0	0	1
orf19.1041	0	0	0	1
orf19.1049	0	0	0	1
orf19.10507	0	0	0	1
orf19.10665	0	0	0	1
orf19.10711	0	0	0	1
orf19.1092	0	0	0	1
orf19.11256	0	0	0	1
orf19.11257	0	0	0	1
orf19.11270	0	0	0	1
orf19.113	0	0	0	1
orf19.1162	0	0	0	1
orf19.11726	0	0	0	1
orf19.1173	0	0	0	1
orf19.11882	0	0	0	1
orf19.11912	0	0	0	1
orf19.11987	0	0	0	1
orf19.12108	0	0	0	1
orf19.12247	0	0	0	1
orf19.1239	0	0	0	1
orf19.12525	0	0	0	1
orf19.12589	0	0	0	1
orf19.13064	0	0	0	1
orf19.1317	0	0	0	1
orf19.13191	0	0	0	1
orf19.1373	0	0	0	1
orf19.13757	0	0	0	1
orf19.1392	0	0	0	1
orf19.1397	0	0	0	1
orf19.1411	0	0	0	1
orf19.1443	0	0	0	1
orf19.1471	0	0	0	1
orf19.1502	0	0	0	1
orf19.1515	0	0	0	1
orf19.156	0	0	0	1
orf19.1625	0	0	0	1
orf19.1710	0	0	0	1
orf19.176	0	0	0	1
orf19.1860	0	0	0	1
orf19.191	0	0	0	1
orf19.192	0	0	0	1
orf19.194	0	0	0	1
orf19.199	0	0	0	1
orf19.206	0	0	0	1
orf19.207	0	0	0	1
orf19.209	0	0	0	1
orf19.2108	0	0	0	1
orf19.215	0	0	0	1
orf19.2156	0	0	0	1
orf19.220	0	0	0	1
orf19.2429	0	0	0	1
orf19.2492	0	0	0	1
orf19.2500	0	0	0	1
orf19.2570	0	0	0	1
orf19.2663	0	0	0	1
orf19.267	0	0	0	1
orf19.268	0	0	0	1
orf19.2686	0	0	0	1
orf19.2697	0	0	0	1
orf19.2699	0	0	0	1
orf19.2726	0	0	0	1
orf19.2777	0	0	0	1
orf19.278	0	0	0	1
orf19.2787	0	0	0	1
orf19.2797	0	0	0	1
orf19.2805	0	0	0	1
orf19.2850	0	0	0	1
orf19.2868	0	0	0	1
orf19.290	0	0	0	1
orf19.2904	0	0	0	1
orf19.2975	0	0	0	1
orf19.30	0	0	0	1
orf19.301	0	0	0	1
orf19.305	0	0	0	1
orf19.3105	0	0	0	1
orf19.3108	0	0	0	1
orf19.3117	0	0	0	1
orf19.3156	0	0	0	1
orf19.3201	0	0	0	1
orf19.3279	0	0	0	1
orf19.328	0	0	0	1
orf19.3283	0	0	0	1
orf19.3311	0	0	0	1
orf19.3315	0	0	0	1
orf19.3335	0	0	0	1
orf19.3345	0	0	0	1
orf19.335	0	0	0	1
orf19.3370	0	0	0	1
orf19.3374	0	0	0	1
orf19.3384	0	0	0	1
orf19.3404	0	0	0	1
orf19.3418	0	0	0	1
orf19.3438	0	0	0	1
orf19.3453	0	0	0	1
orf19.3470	0	0	0	1
orf19.348	0	0	0	1
orf19.3488	0	0	0	1
orf19.3611	0	0	0	1
orf19.3615	0	0	0	1
orf19.3618	0	0	0	1
orf19.3665	0	0	0	1
orf19.3667	0	0	0	1
orf19.3680	0	0	0	1
orf19.3693	0	0	0	1
orf19.3722	0	0	0	1
orf19.376	0	0	0	1
orf19.380	0	0	0	1
orf19.3829	0	0	0	1
orf19.3845	0	0	0	1
orf19.3863	0	0	0	1
orf19.3878	0	0	0	1
orf19.3885	0	0	0	1
orf19.3894	0	0	0	1
orf19.3919	0	0	0	1
orf19.3936	0	0	0	1
orf19.3944	0	0	0	1
orf19.4012	0	0	0	1
orf19.4036	0	0	0	1
orf19.4066	0	0	0	1
orf19.4072	0	0	0	1
orf19.4104	0	0	0	1
orf19.4135	0	0	0	1
orf19.4157	0	0	0	1
orf19.4174	0	0	0	1
orf19.4182	0	0	0	1
orf19.4185	0	0	0	1
orf19.4189	0	0	0	1
orf19.419	0	0	0	1
orf19.4193	0	0	0	1
orf19.4212	0	0	0	1
orf19.4248	0	0	0	1
orf19.4270	0	0	0	1
orf19.4292	0	0	0	1
orf19.433	0	0	0	1
orf19.4350	0	0	0	1
orf19.4362	0	0	0	1
orf19.4407	0	0	0	1
orf19.4412	0	0	0	1
orf19.4413	0	0	0	1
orf19.4444	0	0	0	1
orf19.4445	0	0	0	1
orf19.449	0	0	0	1
orf19.4567	0	0	0	1
orf19.4603	0	0	0	1
orf19.4680	0	0	0	1
orf19.4707	0	0	0	1
orf19.4720	0	0	0	1
orf19.4729	0	0	0	1
orf19.4738	0	0	0	1
orf19.4744	0	0	0	1
orf19.4774	0	0	0	1
orf19.4785	0	0	0	1
orf19.4859	0	0	0	1
orf19.4934	0	0	0	1
orf19.4982	0	0	0	1
orf19.50	0	0	0	1
orf19.5014	0	0	0	1
orf19.5020	0	0	0	1
orf19.5129	0	0	0	1
orf19.5138	0	0	0	1
orf19.5140	0	0	0	1
orf19.5141	0	0	0	1
orf19.5170	0	0	0	1
orf19.5173	0	0	0	1
orf19.5207	0	0	0	1
orf19.5241	0	0	0	1
orf19.5247	0	0	0	1
orf19.5258	0	0	0	1
orf19.5285	0	0	0	1
orf19.5286	0	0	0	1
orf19.529	0	0	0	1
orf19.5300	0	0	0	1
orf19.5334	0	0	0	1
orf19.5342	0	0	0	1
orf19.5399	0	0	0	1
orf19.540	0	0	0	1
orf19.5404	0	0	0	1
orf19.5406	0	0	0	1
orf19.5449	0	0	0	1
orf19.5477	0	0	0	1
orf19.5485	0	0	0	1
orf19.5509	0	0	0	1
orf19.5542	0	0	0	1
orf19.5547	0	0	0	1
orf19.5555	0	0	0	1
orf19.5559	0	0	0	1
orf19.5565	0	0	0	1
orf19.557	0	0	0	1
orf19.5585	0	0	0	1
orf19.5588	0	0	0	1
orf19.5593	0	0	0	1
orf19.5600	0	0	0	1
orf19.5635	0	0	0	1
orf19.5643	0	0	0	1
orf19.5644	0	0	0	1
orf19.570	0	0	0	1
orf19.5714	0	0	0	1
orf19.5736	0	0	0	1
orf19.575	0	0	0	1
orf19.5776	0	0	0	1
orf19.5813	0	0	0	1
orf19.584	0	0	0	1
orf19.5851	0	0	0	1
orf19.587	0	0	0	1
orf19.5874	0	0	0	1
orf19.5892	0	0	0	1
orf19.5942	0	0	0	1
orf19.5968	0	0	0	1
orf19.6001	0	0	0	1
orf19.6018	0	0	0	1
orf19.6037	0	0	0	1
orf19.6053	0	0	0	1
orf19.6219	0	0	0	1
orf19.6232	0	0	0	1
orf19.6238	0	0	0	1
orf19.6245	0	0	0	1
orf19.6249	0	0	0	1
orf19.6293	0	0	0	1
orf19.6313	0	0	0	1
orf19.6318	0	0	0	1
orf19.6376	0	0	0	1
orf19.6411	0	0	0	1
orf19.6420	0	0	0	1
orf19.6481	0	0	0	1
orf19.649	0	0	0	1
orf19.6526	0	0	0	1
orf19.6530	0	0	0	1
orf19.6553	0	0	0	1
orf19.660	0	0	0	1
orf19.6607	0	0	0	1
orf19.6637	0	0	0	1
orf19.6654	0	0	0	1
orf19.6673	0	0	0	1
orf19.6678	0	0	0	1
orf19.6693	0	0	0	1
orf19.6720	0	0	0	1
orf19.6741	0	0	0	1
orf19.6784	0	0	0	1
orf19.6802	0	0	0	1
orf19.682	0	0	0	1
orf19.6838	0	0	0	1
orf19.6842	0	0	0	1
orf19.6927	0	0	0	1
orf19.6948	0	0	0	1
orf19.6951	0	0	0	1
orf19.6980	0	0	0	1
orf19.6996	0	0	0	1
orf19.7020	0	0	0	1
orf19.7023	0	0	0	1
orf19.7049	0	0	0	1
orf19.7086	0	0	0	1
orf19.7186	0	0	0	1
orf19.7196	0	0	0	1
orf19.7206	0	0	0	1
orf19.7214	0	0	0	1
orf19.7221	0	0	0	1
orf19.7224	0	0	0	1
orf19.7228	0	0	0	1
orf19.726	0	0	0	1
orf19.7282	0	0	0	1
orf19.7288	0	0	0	1
orf19.7304	0	0	0	1
orf19.7305	0	0	0	1
orf19.731	0	0	0	1
orf19.7328	0	0	0	1
orf19.7342	0	0	0	1
orf19.7349	0	0	0	1
orf19.7353	0	0	0	1
orf19.7497	0	0	0	1
orf19.751	0	0	0	1
orf19.753	0	0	0	1
orf19.7550	0	0	0	1
orf19.7554	0	0	0	1
orf19.7574	0	0	0	1
orf19.762	0	0	0	1
orf19.783	0	0	0	1
orf19.8009	0	0	0	1
orf19.815	0	0	0	1
orf19.816	0	0	0	1
orf19.8477	0	0	0	1
orf19.8485	0	0	0	1
orf19.8650	0	0	0	1
orf19.872	0	0	0	1
orf19.8979	0	0	0	1
orf19.899	0	0	0	1
orf19.9111	0	0	0	1
orf19.931	0	0	0	1
orf19.9470	0	0	0	1
orf19.95	0	0	0	1
orf19.993	0	0	0	1
